Name,Description,Duration,Year,Type
Amores Peligrosos,"A comienzos de los años setenta, el periodista Ward Jansen regresa a su pueblo natal en Florida para investigar el caso de Hillary Van Wetter , un hombre que ha sido condenado a muerte por haber matado en 1969 a un corrupto sheriff local","2 horas, 6 minutos",2012,movie
Ginger & Rosa,"De la aclamada directora Sally Potter viene un elenco (Annette Bening, Christina Hendricks & Oliver Platt) que cuenta la historia dos mejores amigos (Elle Fanning & Alice Englert).","1 horas, 46 minutos",2013,movie
The Player,Un evaluador de guiones de estudio se burla de un escritor al no aceptar su guión. El escritor le envía postales amenazantes.,"2 horas, 17 minutos",1991,movie
Charlatan,"Esta es la sorprendente historia de un hombre que tiene una habilidad inusual, pero que se encuentra en el escenario totalitario y opresivo de la década de 1950 y sufre las consecuencias de esto.","2 horas, 18 minutos",2019,movie
La Estafa,"Clifford Irving vende la biografía falsa de Howard Hughes a una editorial a principios de los años setenta, lo que provoca un frenesí fantástico en los medios.","2 horas, 16 minutos",2005,movie
Para Chicas de Color,"El cineasta Tyler Perry adapta este trabajo emblemático a la gran pantalla, integrando el vívido lenguaje de los poemas de Ntozake Shange en una narrativa contemporánea que explora lo que significa ser una mujer de color, cualquier color, en este mundo.","2 horas, 35 minutos",2010,movie
El Pacto,"La intensa amistad entre Karen Blixen, la autora danesa más conocida por su novela autobiográfica ""Fuera de África"", y Thorkild Bjørnvig, una poetisa joven y prometedora.","2 horas, 15 minutos",2022,movie
Otro Día Feliz,"Una mujer frágil intenta estrechar los lazos con su hijo en su boda, la cual se celebra en casa de su exesposo, pero esto sólo sirve para exponer verdades dolorosas y un secreto de familia.","2 horas, 18 minutos",2011,movie
Promised Land,"Danny, Davey y Mary eran mejores amigos en la secundaria, compartían grandes sueños y altas espectativas, pero descubren que el futuro les depara muchas sorpresas y nada está asegurado.","2 horas, 0 minutos",1988,movie
El incomprendido,"Al trabajar en problemas derivados de su pasado, Tom Warshaw, un artista estadounidense que vive en París, comienza a descubrir quién es realmente y regresa a su casa para reconciliarse con su familia y amigos.","1 horas, 54 minutos",2005,movie
Champions,"Cinco historias reales de victorias de atletas rusos. Todas las victorias son historias humanas, donde el amor, la traición, la amistad, el respeto, el trabajo y la fe se entrelazan en una sola. Historias sobre creer en uno mismo, creer en la victoria.","1 horas, 56 minutos",2018,movie
TAMING ANDREW,"Cuando su hijo secuestrado finalmente regresa a casa después de cinco años, Ann Richter siente que sus oraciones han sido contestadas. Pero su pesadilla está lejos de terminar cuando se enfrenta con el trauma emocional y mental que su hijo ha sufrido.","1 horas, 49 minutos",2006,movie
Pan Cielo,"Lilli y Annibale, una pareja de sin techo, encuentran un bebé en un contenedor. Llevan al bebé al hospital infantil más cercano, pero una vez allí viven una situación surrealista: ninguno de los médicos o enfermeras puede ver al niño.","1 horas, 58 minutos",2017,movie
Eve's Bayou,"Loius Bastiste, el médico local de la ciudad que trata muy bien a sus pacientes, es un padre cariñoso y un marido infiel.","2 horas, 8 minutos",1997,movie
Los Niños de China,"Durante la invasión japonesa de China en 1937, George Hogg, un joven periodista británico, tratará con la ayuda de una enfermera australiana de salvar a un grupo de huérfanos.","2 horas, 27 minutos",2008,movie
Decisión Final,"El día de la Reunión Anual de Selección de Jugadores de la NFL, el director general Sonny Weaver (Kevin Costner) tiene la oportunidad de salvar el fútbol en Cleaveland al elegir al jugador número uno para su equipo.","2 horas, 10 minutos",2014,movie
Potencia Sin Límites,El viaje de un padre para ayudar a su hijo ciego y en silla de ruedas a superar obstáculos imposibles y permitir que el mundo vea el potencial que Dios le ha dado.,"1 horas, 52 minutos",2015,movie
Cosas Descartadas,"Cuando la tragedia trastorna la vida de la estimada profesora de música Grace Wyatt, es expulsada de su lujoso mundo académico y llevada a la dura realidad de enseñar a jóvenes en riesgo.","2 horas, 7 minutos",2023,movie
"Peligro Cercano, La Batalla de Long Tan","En 1966, el mayor Harry Smith y su compañía de soldados australianos y neozelandeses se enfrentan a enormes probabilidades de sobrevivir a los ataques del Vietcong y las tropas norvietnamitas en la plantación Long Tan, en Vietnam del Sur.","2 horas, 18 minutos",2019,movie
Poder Más Allá de La Vida,"Dan Millman es un joven deportista de éxito y campeón olímpico que lo tiene todo: fama, fortuna y chicas. Pero su vida dará un vuelco cuando, un día, conoce en una gasolinera a un extraño hombre que le enseñará nuevos mundos de fuerza y entendimiento...","2 horas, 21 minutos",2006,movie
La Guerra de Anna,"Una niña de seis años llamada Anna ve cómo su familia es asesinada en una ejecución masiva de judíos. Por algún milagro, sobrevive y pasa los siguientes cientos de días escondida en la chimenea en desuso de un comandante.","1 horas, 26 minutos",2019,movie
La Pócima,"Una pareja tiene problemas en su relación, pues no tienen dinero, ni su familia, ni los bancos les pueden ayudar. La mala situación económica, provoca que la pareja busque la solución a sus problemas en el reclamo de un seguro de vida.","1 horas, 18 minutos",2020,movie
Los fantasmas del D.A.S.,"Dos funcionarios del DAS, empiezan a vivir una serie de acontecimientos paranormales. El fantasma de una misteriosa mujer se manifiesta para pedir ayuda. Ellos tendrán qué descubrir la historia que se oculta detrás de esta mujer.","1 horas, 18 minutos",2020,movie
Cada Oveja Con Su Pareja,"Leonor y Rosa son dos hermanas que se han dedicado a tratar de ganar los corazones de dos jóvenes charros Ángel y Pepe; es por ello que solicitan el apoyo del padrino de estos, don Manuel.","1 horas, 43 minutos",1965,movie
Reto A La Vida,"Diego Maldonado, un hombre hacendado se ve en problemas cuando unos agentes quieren apoderarse de sus tierras. Pronto un pequeño altercado con los agentes lleva a que comience un tiroteo entre ellos ocasionando la muerte.","1 horas, 26 minutos",1954,movie
Cuando Habla El Corazon,"Historia que demuestra la amistad entre dos amigos, que a lo largo de los años se demuestran que hay que ser valientes y leales. Tratando de defender a su amada, pero también a la fiel a la amistad que se deben.","1 horas, 43 minutos",1942,movie
Los Jóvenes,En esta película se narra la historia de un grupo de jóvenes que sin importar su clase social se aventuran en un sin fin de problemas con la justicia.,"1 horas, 57 minutos",1959,movie
Mala Yerba,Basada en la novela de Mariano Azuela. Situada en el año de 1908. El hacendado Julián Andrade se fija en la humilde marcela fuentes cuando se baña en un arroyo con otras jóvenes y ordena a su sicario Manuel que se la lleve a la casa del cerrito.,"1 horas, 25 minutos",1940,movie
Rayando El Sol,"Pedro y Carlos son un par de amigos que llevan de amistad desde que eran unos niños, dicha amistad se ve quebrantada cuando Lupe de quien está enamorada no se decide por ninguno de los dos, comenzando una rivalidad entre ellos.","1 horas, 50 minutos",1944,movie
Si Volvieras A Mi,"Pedro cuenca, medico de profesión, se muda con su amigo y colega el doctor montes roca para llevar a cabo su ano de residencia como médico rural. Allí conoce a la hija de su anfitrión, la bella Alejandra.","1 horas, 56 minutos",1954,movie
Viva El Amor,"Una joven bella y liberada francesa decide tener un amorio con un hombre casado e ir con el a la habana, pero le exige a su compañero que pida su divorcio. Su esposa le pide a su vez que, para aceptar, debe conocer a su amante; asi que la lleva ante ella.","1 horas, 44 minutos",1958,movie
Yo Soy Muy Macho,Mario es un piloto que recibe una notificacion de sus superiores para pilotear un avion hacia la selva y transportar medicinas. Lamentablemente mario es detenido por golpear a dos policias y chocar un coche.,"1 horas, 39 minutos",1952,movie
Por Querer A Una Mujer,"Jose es un hombre recio y dominante que apuesta con Antonio el amor de Anita, una mujer refinada y decente del pueblo. Una vez que ella se entera de esa acción acepta casarse con juan, el hermano de José para vengarse de él.","1 horas, 28 minutos",1950,movie
Mis Tres Viudas Alegres,"México, años 50. En plena noche de bodas con su esposa Silvia, el viejo sabio José se muere. Aparecen otras viudas suyas, la cubana Amalia y la francesa Lilia. El les deja 60 millones de pesos a estas a cambio de que encuentren a un hijo.","1 horas, 46 minutos",1952,movie
La Casa Colorada,"Gaspar es un hombre cuya reputación no es buena ante su familia, ya que lo tachan de buscapleitos, el pronto se une a un grupo de voluntarios para luchar por la democracia en favor de don Francisco I. Madero.","1 horas, 46 minutos",1946,movie
La Carcel De Cananea,"Pedro Armendáriz personifica a un policía de cananea que anda tras la pista de un joven criminal llamado Ramon Suazo, esto a que se ha convertido en un prófugo de la ley tras escapar de la cárcel junto con sus compañeros de celda.","1 horas, 35 minutos",1959,movie
El Triunfo De Vivir,"Rodrigo ha cumplido 12 años y su vida ha sido marcada por el dolor, accidentes y enfermedades. En una misteriosa fiesta reúne a 6 niños en su aventura por vencer enfermedades","1 horas, 52 minutos",2019,movie
El Sonido de los Tulipanes,"En Buenos Aires durante la crisis del 2001, Marcelo un escritor devenido en periodista, debe volver sobre los últimos pasos de su padre Tonio un consagrado intelectual de quien se encuentra profundamente distanciado cuando muere en condiciones extrañas.","1 horas, 54 minutos",2019,movie
La Venganza del Muerto,"Ricardo en un hombre ambicioso y violent0, su estilo de vida lo ha llevado a arrasar con todo aquello y aquellos que se interpongan a sus deseos. Ramiro vendrá a hacer justicia, luego de la imperdonable huella que dejó Ricardo a su paso","1 horas, 49 minutos",2019,movie
Rosa Chumbe,"Rosa Chumbe es una mujer policía que verá interrumpida su rutina, cuando su hija de dieciocho años le robe sus pocos ahorros y se vaya de la casa dejando abandonado a su hijo. Este incidente marcará un antes y un después en la vida de Rosa","1 horas, 25 minutos",2017,movie
Los Hijos de la Maldad,"En un condado dominado donde un tipo controla negocios y voluntades, hasta ahí, llega un hombre que huye de su pasado violento, violencia que no quiere dejarlo, Falco, se convierte en la única esperanza para dar justicia.","1 horas, 36 minutos",2022,movie
Infierno En La Carretera (Celemania),Infierno en la carretera es un intenso thriller que sigue la historia de un peligroso cargamento de materiales altamente inflamables y tóxicos que se encuentra en tránsito por una solitaria y calurosa carretera,"1 horas, 35 minutos",2022,movie
Mafia Nueva,"La historia de Luis, quien es un joven rebelde y atrevido quien después de enfrentarse a la policía a tiros, a su madre ya no le queda mas remedio que enviarlo a Sinaloa con su padre, quien es un poderoso capo","1 horas, 50 minutos",2022,movie
Guatemala 1982,"Adrián Morales se dirige al pueblo de Jutiapa, luego de que su padre se lo ordenara. Tenía la tarea de recoger las tarjetas de identificación necesarias para portar armas.","2 horas, 10 minutos",1982,movie
El Arribo de Conrado Sierra,"Aunque situada en los 40´s, El arribo de Conrado Sierra es un canto a la libertad de la mujer de todos los tiempos.","2 horas, 9 minutos",2012,movie
La Araña Vampiro,Jerónimo tiene 20 años y está medicado con psicofármacos. Su padre piensa que unos días en un entorno natural pueden curarlo y decide llevarlo a una casa perdida en la montaña,"1 horas, 49 minutos",2012,movie
Gente Común,"Este thriller de cine negro aborda temas de un México que no se ha quedado atrás en el mundo del hampa, donde los personajes se desgarran por el dominio de un círculo corrupto y sanguinario en el que el poder no es una parte, sino que lo es todo.","1 horas, 40 minutos",2006,movie
Cuando Yo Te Vuelva a Ver,"Treinta años después de haberse radicado en España, Paco regresa a la Argentina para apadrinar la boda de un amigo. Retirado y separado de su esposa española, se reencuentra con sus afectos.","1 horas, 40 minutos",2013,movie
Fantasías,"La historia de Brenda y Antonio, una pareja de clase media con dos hijos adolescentes y una vida sexual aburrida, en busca de nuevas experiencias","2 horas, 15 minutos",2004,movie
Naruto Shippuden the Movie: The Lost Tower,"El ninja perverso Mukade está a punto de ser atrapado por Naruto, cuando invoca el poder de un antiguo canal subterráneo de chakra. Naruto queda atrapado en el chakra y es enviado al pasado.","1 horas, 41 minutos",2010,movie
Naruto Shippuden: The Movie,"Hace mucho tiempo, un espíritu poderoso llevó al mundo al borde de la destrucción. La última misión de Naruto es proteger a Shion, una sacerdotisa de la Tierra de los Ogros, a quien persigue un espíritu.","1 horas, 53 minutos",2007,movie
Naruto Shippuden the Movie: Bonds,"Misteriosos ninja voladores han lanzado un ataque repentino contra la Hoja, dejando tras de sí una estela de destrucción. Para salvar su aldea, Naruto y sus amigos se propusieron detener esta nueva amenaza.","1 horas, 51 minutos",2008,movie
Ghost in the Shel: La Segunda Misión - Individuo 11,"Es el año 2030. Un grupo de refugiados se ha convertido sin esfuerzo en una organización terrorista conocida como los Once Individuales. Al llevar a cabo un sádico intento de destrucción masiva, ¿saldrán victoriosos o probarán la amargura de la derrota?","3 horas, 7 minutos",2007,movie
Road to Ninja - Naruto the Movie,"Naruto y sus amigos logran ahuyentar a los malvados Akatsuki, que misteriosamente han regresado de entre los muertos, pero luego, ¡una extraña figura enmascarada aparece ante él!","2 horas, 10 minutos",2012,movie
Naruto the Movie: Guardians of the Crescent Moon Kingdom,"Naruto, Sakura y Kakashi se unen a Rock Lee para proteger al príncipe Michiru y a su hijo Hikaru en su regreso a casa en el Reino de la Luna Creciente.","1 horas, 53 minutos",2006,movie
Naruto the Movie: Ninja Clash in the Land of Snow,"Naruto y su equipo tienen la misión de vigilar a Yukie Fujikaze, una popular actriz que protagoniza la exitosa película ""Las aventuras de la princesa Gale"".","1 horas, 38 minutos",2004,movie
Naruto Shippuden the Movie: Blood Prison,"¡Comienza la batalla de Naruto para reclamar su honor! Naruto es condenado por un delito grave que no cometió y es enviado a una prisión ineludible, el Castillo Hozuki.","2 horas, 0 minutos",2011,movie
Naruto the Movie: Legend of the Stone of Gelel,"Naruto, Shikamaru y Sakura se ven envueltos en una feroz lucha por un tesoro que alberga un poder legendario: la Piedra de Gelel.","1 horas, 54 minutos",2005,movie
The Last: Naruto the Movie,"¡La luna se acerca peligrosamente! Naruto, Sakura, Shikamaru, Sai y Hinata, se disponen a investigar y se encuentran con un plan determinado y su increíble mente maestra al acecho.","2 horas, 12 minutos",2014,movie
Naruto Shippuden the Movie: Will of Fire,"Cuatro shinobi con Kekkei Genkai que han estado protegiendo la Nube, la Roca, la Neblina y la Arena desaparecen sin dejar rastro. Al mismo tiempo, Naruto descubre que Kakashi se ha ido de la aldea.","1 horas, 54 minutos",2009,movie
Santa Company - The secret of Xmas,"Como aprendiz de la Compañía Santa, Noel White se prepara para su prueba para convertirse en un Tonttu oficial, ""Encontrar lo más importante para un Santa Claus"". Noel y sus amigos se embarcan en una aventura, pero ¿encontrará la respuesta a su encargo?","1 horas, 18 minutos",2019,movie
Devilman - The Birth,"La vida de Akira Fudo cambia cuando se reencuentra con su viejo amigo Ryo Asuka, descubren la existencia de demonios y como podría ser el fin de la humanidad. Usan conocimientos de estos seres para llamar al salvador de la humanidad... Devilman.","1 horas, 1 minutos",1987,movie
Devilman - The Demon Bird,"Después de que Akira se transformara en Devilman, un demonio muy poderoso de nombre Sirene quiere tomar venganza por esto. ¿Akira tendrá lo necesario para enfrentarse a sus demonios internos y lograr sobrevivir a esta dura batalla por la humanidad?","1 horas, 7 minutos",1990,movie
Bayonetta: Destino Sangriento,"Esta es la historia de la bruja Bayonetta, mientras derrota a los ángeles y trata de recordar su pasado. Con ella está una niña que la llama ""mamá"", un periodista que guarda un rencor personal contra ella y una misteriosa mujer de pelo blanco.","1 horas, 46 minutos",2012,movie
Cascos Indomables,"Mancha es un mensajero que disfruta la monotonía de su vida. Sin embargo, la pérdida de su trabajo y el tambaleo de su relación sentimental lo harán enfrentarse, cara a cara, con una situación a la que no está acostumbrado, el cambio.","1 horas, 40 minutos",2017,movie
"Jesús, el niño Dios","La tierna historia de la infancia de Jesucristo, desde la Anunciación, la Natividad, la Visita de los Tres Reyes Magos, la Matanza de los Inocentes ordenada por el Rey Herodes y la Huida de la Sagrada Familia a Egipto.","1 horas, 45 minutos",1971,movie
La duquesa Tepetate,"Con el fin de librarse de una deuda económica, un joven acepta contraer matrimonio con una muchacha, que a su vez sólo podrá recibir su herencia si se casa.Por miedo a ser estafadas, la madre de la joven finge ser quien necesita casarse.","1 horas, 54 minutos",1950,movie
"Buenos Dias, Acapulco","Los detectives Viruta y Capulina viajan al Puerto de Acapulco para cuidar de Ricardo, el joven hijo de un millonario. Cuando el muchacho es secuestrado, es el turno de Viruta y Capulina de enfrentarse a los maleantes para rescatarlo.","2 horas, 0 minutos",1964,movie
La Mujer de Oro,Una empleada bancaria huye con el dinero que robó a través de un túnel.,"1 horas, 45 minutos",1970,movie
Cuidado con el Amor,"Pedro, con la ayuda de dos mejores amigos de su padre busca un Tesoro enterrado en una hacienda colonial. Elsa y su madre quieren impedirlo. Al fin el amor interviene y Pedro y Elsa comparten la fortuna y su felicidad.","2 horas, 0 minutos",1954,movie
Juana Gallo,"La verdadera historia de Angela Ramos, una joven campesina que llegó a ser la cabeza de una guerrilla que luchó exitosamente contra las fuerzas federales del usurpador Victoriano Huerta. El pueblo la llamó por su fiereza “Juana Gallo”.","1 horas, 45 minutos",1961,movie
Mi Padrino,"Al regresar de bracero, Capulina bautiza a otro niño del barrio, pues es padrino de muchos. Se entera que su ahijada huérfana Evita se ha ido a vivir a la elegante casa de su padrastro, el cual organiza un concurso de canto para complacer a su amante.","1 horas, 45 minutos",1969,movie
El Super Mandilon,"El Supermandilon es un retrato hablado de todos los machos del mundo, que en su casa lava, plancha, barre y hace la comida antes de irse a trabajar, además tiene que soportar a la suegra que de todo le echa la culpa.","1 horas, 38 minutos",1990,movie
El Camino,"David, y Eduardo Montalvo dos hermanos que al ser abandonados por su madre, tuvieron que ser criados por su padre Don Fernando Montalvo, se convierten en ladrones para poder pagar una deuda que su padre dejo al morir.","1 horas, 39 minutos",2017,movie
Los Desenfrenados,Viruta y Capulina son dos camioneros y conocen a unas hermosas fugitivas que huyen de un internado femenino.,"2 horas, 12 minutos",1966,movie
El Dolor de Pagar la Renta,El dueño de una vecindad quiere lanzar a los inquilinos para construir otro dificio en el terreno. Capulina encuentra la manera de salvar a sus vecinos de perder sus hogares.,"2 horas, 0 minutos",1960,movie
El Super Mandilon 2,"Ahora El Supermandilon ya manda en su casa, aprovechándose de que su suegra esta en la cárcel, y su esposa le ha prometido obedecerle en todo; pero comienza a pasarse de la raya con sus parrandas y fiestecitas que organizan en su oficina.","1 horas, 45 minutos",1995,movie
Los Legionarios,"Viruta y Capulina huyen disfrazados de mujer de la legión extranjera, pero los confunden con esclavas y son vendidos para el harem del príncipe Omar. La odalisca Farida los descubre y avisa al sultán, quien los manda a decapitar.","2 horas, 0 minutos",1958,movie
En Peligro de la Muerte,En el lejano oeste Capulina es un minero que trata de encontra oro. El pequeño pueblo de El Dorado es robado constantemente por dos bandas enemigas. Capulina encuentra la manera de enfrentar a las bandas y salvar el oro.,"1 horas, 44 minutos",1962,movie
Dos Locos en Escena,Durante el ensayo de una obra de teatro un actor pierde el conocimiento. Su compañero lo cree muerto y esconde el cuerpo en una caja. Capulina es el encargado de hacer la mudanza de las cajas y un juego de escondite se establece entre el y el “asesino.”,"2 horas, 0 minutos",1960,movie
Dos Criados Malcriados,"Capulina y Viruta entran a trabajar como sirvientes en la lujosa mansión de un millonario. Son torpes y casi arruínan la casa, pero al fin todos encuentran felicidad y amor con dos guapas sirvientas.","2 horas, 0 minutos",1960,movie
El Hermano Capulina,"Capulina abandona el digno oficio de limosnero, pero no por ello va a cometer la locura de trabajar. Va a dar a una orden de Frailes que se dedican a hacer la caridad y se enfrenta a los problemas de los Frailes y los de todos a su alrededor.","1 horas, 45 minutos",1970,movie
El Niño Sicario,Pedro es abandonado por sus padres en una central camionera de Sinaloa cuando apenas tenía 6 años. Pedro llega a los 15 años y se convierte en un desalmado sicario y rápidamente comienza a ascender en la organización.,"1 horas, 44 minutos",2013,movie
El Metiche,Capulina es un metiche que causa peores problemas a la gente que los que ellos tienen antes de que Capulina trata de ayudarlos.,"1 horas, 30 minutos",1972,movie
La Loca,Un joven psiquiatra se interesa en el caso de una paciente que cree vivir en el año 1936. Los parientes de ella quieren hacerla pasar por sana para poder cobrar una herencia de pero el médico lucha contra toda la familia para defender a 'La loca'.,"1 horas, 50 minutos",1952,movie
3 Mexicanos Calientes,Un creativo director de comerciales sostiene un tórrido romance con una modelo.,"1 horas, 26 minutos",1986,movie
Tin-Tan: 3 lecciones de amor,Tin-Tan es un vendedor de productos de belleza que conoce aun grupo de hermosas jóvenes que aspiran a ser modelos. Decide ayudarlas y organiza una exhibición de modas que las hace triunfar en la Televisión.,"1 horas, 42 minutos",1959,movie
El Carita,"Capulina es un solitario que no puede encontrar novia. Un día, por un hechizo amanece como todo un galán. Todas las chicas lo buscan pero el solo quiere lograr el amor de una, a la que por mucho tiempo ha amado en secreto.","1 horas, 45 minutos",1974,movie
Un horca para el texano,"Frank, Peter, Robert y Leop Morgan son buscados por todo un pueblo,ya que roban bancos y matan. Pronto un comisario llega para resolver el asesinato del presidente del banco y poner tras las rejas a estos cuatro bandidos.","1 horas, 39 minutos",1968,movie
El Sargento Capulina,Capulina quiere convertirse en superhéroe para combatir el crimen. Se enlista en la policía y después de un riguroso entrenamiento llega a ser sargento y confronta a los criminales en una serie de incidentes cómicos.,"1 horas, 45 minutos",1983,movie
Capulina contra Los Monstruos,Capulina lee historias acerca de los monstrous y cree que existen en la realidad. Está muerto de miedo hasta que descubre que son imaginarios.,"1 horas, 45 minutos",1974,movie
Tierra Baja,"Un hombre casado, el más rico del pueblo para proteger a su amante la oblige a casarse con uno de sus pastores. Un ignorante pero valiente pastor que se enfrenta a los lobos. Nadie anticipa que el pastor defenderá a su esposa.","2 horas, 0 minutos",1951,movie
Ahí viene Martín Corona,"Martín Corona (Pedro Infante) y ""Piporro"" son campeones de los pobres, los desafortunados, y las mujeres, pero Carmen Linares y Rosario Medina no caen por su carisma.","1 horas, 45 minutos",1952,movie
El Corrido del 8,"La familia de Pedro, un traficante apodado el 8, es masacrada sin piedad. Pedro busca la ayuda de su hermano para que le busque a los mejores gatilleros de la región y así comenzar una encarnizada persecución en contra de los asesinos de su familia.","1 horas, 52 minutos",2010,movie
Arthur y los Minimoys,"Una increíble historia familiar acerca de un chico que, tras la desaparición de su abuelo,se dispone a salvar su hogar de una empresa de desarrollos inmobiliarios.Arthur debe seguir las pistas de su abuelo hacia un tesoro y abrir pasadizo el a un mundo.","2 horas, 1 minutos",2006,movie
Los Thornberrys,"Nigel y Marianne Thornberry realizan documentales de animales. Surcando el mundo en compañía de sus hijas, Eliza y Debbie, y de sus hijo adoptivo, Donnie, se devuelven al Congo para filmar un acontecimiento mágico que no se produce sino cada tres siglos.","1 horas, 41 minutos",2001,movie
Garfield Gets Real,"Sigue a Garfield detrás de escena en Cartoon World, donde se aburre de su vida como estrella del cómic. Pensando que la vida es más verde al otro lado de la realidad, Garfield decide escapar al ""mundo real"".","1 horas, 34 minutos",2007,movie
Khumba,"Khumba es una cebra amigable que solo tiene rayas en la mitad de su cuerpo. Cuando la acusan de ser la responsable de la sequía que azota la tierra, decide buscar el legendario pozo de agua que da todos los latigazos a las cebras.","1 horas, 41 minutos",2017,movie
The Ten Commandments,"En esta adaptación animada de la Biblia, Moisés escucha la voz de Dios desde una zarza ardiente, lo que lo inspira a enfrentarse al faraón de Egipto y exigir la libertad de los esclavos israelitas.","1 horas, 40 minutos",2006,movie
Garfield's Pet Force,No todo está bien en el cosmos cómico. Una demoníaca malvada del cómic está decidida a conquistar Cartoon World y convertir a todos los personajes de cómic en sus esclavos,"1 horas, 33 minutos",2009,movie
El rey mono,"En el mágico mundo de la mitología china, el famoso Rey Mono es expulsado del panteón por los monjes Tang y regresa a la montaña sagrada, donde vivirá una gran aventura para recuperar su lugar.","1 horas, 50 minutos",2017,movie
Rápido y peludo,"Cuando su familia se va de vacaciones, un perro joven se encuentra en una prisión para perros de la que debe escapar con la ayuda de sus nuevos amigos.","1 horas, 47 minutos",2017,movie
Foodfight!,El malvado Brand X se une a un supermercado que se convierte en ciudad después de la hora de cierre.,"1 horas, 47 minutos",2013,movie
Dinosaurios,"Tres niños curiosos activan una máquina del tiempo que los lleva 65 millones de años atrás, a la época de los dinosaurios. El T-Rex los confunde con sus propios críos por lo que los pequeños deben escapar antes de que los verdaderos hijos nazcan.","1 horas, 41 minutos",2011,movie
Ricitos de oro y los 3 osos,"Ricitos de Oro es una reportera de televisión. Ella presenta un reality show que realiza una reforma radical en la casa de sus participantes. Su próximo objetivo es la familia Oso, formada por Mac , Ruby  y Juniorcuya casa está cayendose a pedazos.","1 horas, 34 minutos",2009,movie
Jasper: Viaje al fin del mundo,"Entre el helado Polo Sur y una ciudad de puerto se desarrolla la aventura de dos pingüinos hermanos, Jasper y Junior, que con la ayuda de Emma, una niña de 9 años, rescatan de las garras del malvado Doctor Block los huevos de un ave rara llamada kakapo.","1 horas, 40 minutos",2007,movie
Legends of Oz: El regreso de Dorothy,"La niña Dorothy es llevada de regreso al mundo mágico de Oz, donde conoce a viejos amigos Tin Man, Scarecrow y Lion, sin embargo pronto descubre que todos los habitantes del reino corren un serio riesgo gracias a los actos del malvado bufón.","1 horas, 50 minutos",1969,movie
Fish N Chips: La Película,Esta es la historia del conflicto por el hueso de un pez ancestral que devoró a un gato común.,"1 horas, 41 minutos",2021,movie
Una Aventura en Hielo,"Buffet es un pingüino de carácter cuestionable. Recluta a sus amigos Euri, un yak perezoso y amigable, y Luke, un conejo de ritmo rápido y fanático de las artes marciales, para participar en una aventura hacia el Polo Sur.","1 horas, 52 minutos",2019,movie
Las Aventuras de Petey y sus amigos,"La base aérea de Desert Sky Air Force recibe instrucciones para llevar a cabo una misión urgente. Petey, un joven avión, hace un aterrizaje en el mismo lugar de la base.","1 horas, 25 minutos",2021,movie
Las aventuras de Harold,"Harold es un chico-genio e inventor cuyos experimentos nunca funcionan. Cuando él pone las manos en la poción secreta creada por su abuelo para transformar  su  personalidad, él cree  que todos sus problemas están resueltos pero en realidad nada lo está.","1 horas, 32 minutos",2008,movie
El Ángel en el Reloj,"Una niña enferma desea detener el tiempo. Este deseo la llevará a una aventura de autodescubrimiento y de aprendizaje sobre la vida, la muerte y la relatividad.","1 horas, 46 minutos",2017,movie
"Sparks, La Historia de Ken Sparks","Durante 46 años, Ken Sparks dedicó su vida, a pesar de los sacrificios que le exigía, a entrenar el fútbol de tal manera que llevara a jugadores y fanáticos a Jesús y, al hacerlo, convirtió al hombre en una leyenda.","1 horas, 46 minutos",2022,movie
Lo Mejor de lo Mejor 2022,"Las mejores películas y canciones, las sonrisas más impresionantes. Noticias, deportes, fenómenos naturales, lanzamientos tecnológicos…","0 horas, 58 minutos",2022,movie
Unicos: Zelensky,"En la primera de las entregas se presenta a Volodímir Zelenski, en la que de ser un comediante pasa a convertirse en el valiente líder que se atreve a enfrentar y resistir una invasión y una guerra, ganándose el apoyo y admiración de todos.","0 horas, 30 minutos",2021,movie
Viva Elvis,"A lo largo de la historia han existido cantantes con infinidad de talento. Pero uno que lo tenga todo: carisma, magnetismo, magia y que emane luz propia. Aunque haya muchos imitadores, solo uno trasciende tiempo para vivir eternamente ¡Viva Elvis!","0 horas, 58 minutos",2021,movie
Lo Mejor de lo Mejor 2021,"Las mejores películas y canciones, las sonrisas más impresionantes. Noticias, deportes, fenómenos naturales, lanzamientos tecnológicos…","0 horas, 57 minutos",2021,movie
Pelotón de Ejecución,"Esta película está basada en el controvertido caso de Pvt. Joseph Pringle, soldado canadiense condenado por asesinato en Italia en 1945 y ejecutado por un pelotón de fusilamiento.","1 horas, 55 minutos",1990,movie
Descendencia,"Después de descubrir que puede tener casi doscientos medio hermanos y hermanas, el detective y documentalista aficionado Barry Stevens se propone descubrir la identidad del donante de esperma anónimo detrás de su clan secreto.","1 horas, 5 minutos",2001,movie
Momentos que Cambiaron la historia - Valor inusual: la batalla por Iwo Jima,"Para el verano de 1944, los dieciocho kilómetros cuadrados de Iwo Jima se habían convertido en las tierras más importantes del Océano Pacífico y serían sede de la lucha más larga y más salvaje de la guerra en el Pacífico.","0 horas, 57 minutos",2002,movie
Momentos que Cambiaron la historia - De la desesperación a la actitud desafiante: el levantamiento del gueto de Varsovia,"El 19 de abril de 1943, los jóvenes del gueto de Varsovia llevaron a cabo una rebelión armada contra las fuerzas de liquidación nazis.","0 horas, 57 minutos",2003,movie
